emp_no,dept_no,dept_name,title,birth_date,first_name,last_name,hire_date,from_date,to_date
12373,d007,Sales,Senior Staff,1953-04-26,Mooi,Driscoll,1985-03-22,1993-11-11,9999-01-01
12395,d002,Finance,Senior Staff,1955-01-08,Sanjit,Felder,1988-02-04,1995-06-05,9999-01-01
12399,d007,Sales,Senior Staff,1955-11-15,Mihalis,Luga,1987-12-07,1996-12-06,9999-01-01
12411,d007,Sales,Senior Staff,1952-05-31,Shao,Ibel,1986-08-17,1991-08-17,9999-01-01
12413,d004,Production,Senior Engineer,1955-06-17,Hugh,Gadepally,1988-05-04,1999-03-04,9999-01-01
12417,d004,Production,Senior Engineer,1955-11-18,Dannz,Spelt,1988-07-05,1998-02-02,9999-01-01
12422,d003,Human Resources,Senior Staff,1954-12-04,Berhard,Demos,1985-07-20,2001-06-07,9999-01-01
12454,d007,Sales,Staff,1954-08-21,Kerryn,Farris,1986-09-10,1998-12-18,9999-01-01
12464,d007,Sales,Staff,1955-09-08,Shai,Milicic,1986-08-18,1998-06-01,9999-01-01
12475,d005,Development,Senior Engineer,1953-03-30,Filipe,Roison,1987-04-26,1996-04-25,9999-01-01
12487,d002,Finance,Senior Staff,1954-04-24,Mona,Reghbati,1987-10-04,1998-12-07,9999-01-01
12489,d005,Development,Senior Engineer,1955-01-23,Arnould,Munck,1986-04-11,1986-04-11,9999-01-01
12490,d005,Development,Senior Engineer,1955-08-08,Jackson,Muchinsky,1988-05-16,2000-05-08,9999-01-01
12497,d007,Sales,Senior Staff,1953-08-26,Stein,Penz,1985-04-05,1997-09-25,9999-01-01
12501,d002,Finance,Senior Staff,1954-11-22,Morrie,Matheson,1986-06-05,1986-06-05,9999-01-01
12504,d004,Production,Engineer,1953-01-04,Adly,Rosaz,1987-04-17,1997-08-14,9999-01-01
12514,d005,Development,Engineer,1952-11-14,Tomofumi,Melter,1985-12-03,1999-11-13,9999-01-01
12528,d009,Customer Service,Senior Staff,1952-11-20,Conor,Cincotta,1988-09-24,1997-09-24,9999-01-01
12534,d004,Production,Senior Engineer,1953-01-31,Yongmao,Gerlach,1985-08-14,1985-08-14,9999-01-01
12541,d007,Sales,Senior Staff,1952-04-22,Shih,Nanard,1988-08-31,1996-08-31,9999-01-01
12542,d003,Human Resources,Senior Staff,1954-07-26,Kazuhide,Bouloucos,1987-09-12,1993-09-11,9999-01-01
12551,d004,Production,Senior Engineer,1954-03-15,Jeane,Tzvieli,1987-12-04,1993-12-03,9999-01-01
12553,d003,Human Resources,Senior Staff,1954-05-08,Aral,Vesna,1987-02-28,1987-02-28,9999-01-01
12557,d004,Production,Senior Engineer,1954-01-01,Stafford,Kopetz,1988-03-20,1988-03-20,9999-01-01
12589,d005,Development,Senior Engineer,1952-11-23,Anoosh,Chleq,1988-09-08,1997-09-08,9999-01-01
12596,d003,Human Resources,Senior Staff,1955-10-10,Breannda,Roisin,1986-04-25,1996-09-29,9999-01-01
12601,d005,Development,Senior Engineer,1955-08-16,Ghassan,Simkin,1988-12-17,2002-07-09,9999-01-01
12608,d003,Human Resources,Senior Staff,1955-10-27,Nectarios,Mondadori,1985-06-23,2000-02-22,9999-01-01
12635,d009,Customer Service,Senior Engineer,1952-11-09,Xinyu,Restivo,1985-11-27,2000-02-03,9999-01-01
12638,d005,Development,Engineer,1954-11-09,Yuqun,Seiwald,1986-07-01,1999-04-29,9999-01-01
12642,d001,Marketing,Senior Staff,1955-09-27,Suebskul,Gips,1987-05-24,2001-10-28,9999-01-01
12651,d007,Sales,Senior Staff,1952-07-24,Pragnesh,Bael,1988-01-27,1988-01-27,9999-01-01
12662,d005,Development,Engineer,1952-08-02,Leucio,Alvarado,1985-08-27,1994-08-27,9999-01-01
12663,d005,Development,Technique Leader,1954-10-31,Nobuyoshi,Stellhorn,1986-09-29,1986-09-29,9999-01-01
12664,d009,Customer Service,Staff,1952-05-01,Zhonghua,Parveen,1987-08-19,1999-08-04,9999-01-01
12689,d005,Development,Senior Engineer,1953-01-19,Luerbio,Boudaillier,1987-04-12,2001-11-23,9999-01-01
12691,d004,Production,Senior Engineer,1952-10-17,Oddvar,Gils,1987-11-21,1998-08-25,9999-01-01
12697,d003,Human Resources,Senior Staff,1955-06-25,Uri,Brizzi,1986-07-11,1994-07-11,9999-01-01
12709,d005,Development,Senior Engineer,1955-08-09,Ronghao,Botman,1985-12-02,2001-02-25,9999-01-01
12717,d008,Research,Staff,1953-04-17,Tzu,Jiafu,1988-05-16,1999-10-20,9999-01-01
12722,d002,Finance,Senior Staff,1955-09-23,Elliott,Cheshire,1985-03-29,1985-03-29,9999-01-01
12726,d005,Development,Senior Engineer,1954-03-27,Fumitake,Panwar,1988-09-04,1994-05-19,9999-01-01
12729,d009,Customer Service,Senior Engineer,1954-05-18,Nahla,Rahier,1987-08-25,1997-10-15,9999-01-01
12731,d003,Human Resources,Senior Staff,1953-05-09,Yongmao,Waymire,1988-04-05,1988-04-05,9999-01-01
12732,d007,Sales,Senior Staff,1952-09-27,Mara,Takanami,1988-04-06,1988-04-06,9999-01-01
12734,d005,Development,Senior Engineer,1952-03-05,Gil,Frijda,1986-03-03,1986-03-03,9999-01-01
12755,d003,Human Resources,Senior Staff,1955-02-20,Rildo,Rodite,1987-03-18,1994-03-18,9999-01-01
12773,d005,Development,Senior Engineer,1952-06-26,Jenwei,Lovengreen,1985-03-05,1994-03-05,9999-01-01
12790,d007,Sales,Senior Staff,1953-02-05,Gunilla,Perl,1986-04-22,2000-08-07,9999-01-01
12795,d002,Finance,Senior Staff,1952-05-06,Masoud,Fordan,1986-10-11,1997-06-23,9999-01-01
12798,d007,Sales,Senior Staff,1952-05-18,Lillian,Beeson,1987-12-27,1996-12-26,9999-01-01
12803,d001,Marketing,Senior Staff,1952-05-12,Gad,Boissier,1985-03-16,1990-03-16,9999-01-01
12815,d008,Research,Senior Staff,1955-03-25,Sushant,Junot,1985-02-27,1993-02-27,9999-01-01
12819,d004,Production,Senior Engineer,1953-07-30,Mountaz,Gubsky,1986-11-30,1996-09-09,9999-01-01
12848,d005,Development,Engineer,1953-01-17,Kazuhide,Smeets,1987-06-14,1997-05-11,9999-01-01
12863,d004,Production,Senior Engineer,1954-08-02,Leif,Matheson,1985-09-06,1990-09-06,9999-01-01
12872,d007,Sales,Senior Staff,1953-02-18,Marl,Schmittgen,1986-09-09,1993-09-09,9999-01-01
12879,d005,Development,Senior Engineer,1955-09-07,Baruch,Eugenio,1986-05-14,1995-06-11,9999-01-01
12890,d007,Sales,Senior Staff,1955-10-05,Neven,Casley,1985-10-31,1985-10-31,9999-01-01
12893,d007,Sales,Senior Staff,1954-10-09,Licheng,Crouzet,1987-03-18,1995-03-18,9999-01-01
12895,d004,Production,Senior Engineer,1952-04-28,Roddy,Serot,1988-05-25,1993-08-15,9999-01-01
12905,d005,Development,Senior Engineer,1955-01-24,Munehiro,Gecsei,1987-07-19,1993-07-18,9999-01-01
12926,d008,Research,Senior Staff,1952-04-24,Heekeun,Luby,1985-12-24,1992-12-24,9999-01-01
12940,d005,Development,Senior Engineer,1953-10-25,Odinaldo,Farrar,1987-12-12,1992-12-11,9999-01-01
12941,d005,Development,Senior Engineer,1954-07-29,Tommaso,Perelgut,1986-11-06,1995-11-06,9999-01-01
12949,d005,Development,Senior Engineer,1955-02-24,Geoff,Asrin,1987-02-12,1992-02-12,9999-01-01
12977,d005,Development,Senior Engineer,1954-11-29,Byong,Markovitch,1987-08-24,1992-08-23,9999-01-01
12983,d002,Finance,Staff,1954-04-07,Elliott,Hambrick,1985-12-01,1999-06-28,9999-01-01
13030,d001,Marketing,Senior Staff,1955-02-12,Yahiko,Kroll,1987-07-02,1999-11-25,9999-01-01
13046,d002,Finance,Senior Staff,1953-03-09,Vivian,Stafford,1987-04-19,1987-04-19,9999-01-01
13047,d005,Development,Senior Engineer,1953-04-24,Atilio,Chelton,1987-01-04,1997-02-25,9999-01-01
13075,d001,Marketing,Senior Staff,1955-05-24,Rosella,Morrin,1986-08-17,1991-08-17,9999-01-01
13076,d005,Development,Engineer,1954-03-09,Deniz,Skafidas,1988-06-14,1995-01-28,9999-01-01
13096,d006,Quality Management,Senior Engineer,1953-01-03,Ibibia,Armand,1988-10-25,2001-04-22,9999-01-01
13103,d005,Development,Senior Engineer,1952-05-09,Srinidhi,Ellozy,1988-06-19,1988-06-19,9999-01-01
13124,d007,Sales,Senior Staff,1955-11-06,Quingbo,Garnick,1985-03-17,1985-03-17,9999-01-01
13133,d009,Customer Service,Senior Staff,1955-06-21,Guther,Senzako,1985-09-03,1991-09-03,9999-01-01
13134,d004,Production,Senior Engineer,1955-06-25,Lorien,Chepyzhov,1987-08-29,1993-10-22,9999-01-01
13144,d002,Finance,Senior Staff,1952-07-11,Persi,Nollmann,1987-10-16,1997-06-19,9999-01-01
13146,d007,Sales,Senior Staff,1953-11-01,Haldon,Erie,1985-05-25,1985-05-25,9999-01-01
13147,d007,Sales,Senior Staff,1955-12-28,Shichao,Ginesta,1985-12-16,1998-06-29,9999-01-01
13156,d005,Development,Senior Engineer,1952-04-19,Akeel,Millington,1986-12-29,2000-08-18,9999-01-01
13165,d006,Quality Management,Senior Engineer,1954-09-09,Lucian,Benner,1988-03-16,1995-03-17,9999-01-01
13168,d004,Production,Senior Engineer,1954-06-10,Munir,Stentiford,1987-09-11,1992-09-10,9999-01-01
13170,d003,Human Resources,Senior Staff,1955-10-25,Cheong,Bernardeschi,1986-05-07,1998-01-09,9999-01-01
13171,d006,Quality Management,Senior Engineer,1954-12-29,Anoosh,Birnbaum,1987-08-31,1995-08-31,9999-01-01
13173,d007,Sales,Senior Staff,1953-04-20,Arve,Horswill,1987-09-24,1996-09-23,9999-01-01
13179,d007,Sales,Staff,1955-09-09,Moty,Janocha,1987-04-16,1999-02-19,9999-01-01
13182,d004,Production,Engineer,1954-02-25,Kokou,Rodite,1985-08-27,1999-03-03,9999-01-01
13186,d007,Sales,Senior Staff,1955-06-19,Kyoichi,Barbanera,1986-04-29,1995-04-29,9999-01-01
13192,d004,Production,Technique Leader,1953-01-28,Rosita,Flowers,1988-11-10,1993-02-01,9999-01-01
13202,d008,Research,Senior Staff,1953-05-10,Aram,Scharstein,1986-03-29,1992-03-28,9999-01-01
13210,d001,Marketing,Senior Staff,1953-06-19,Jianhua,Klassen,1986-09-19,2002-07-27,9999-01-01
13213,d007,Sales,Senior Staff,1954-12-29,Hein,Billawala,1988-02-03,1993-08-30,9999-01-01
13232,d005,Development,Technique Leader,1955-01-29,Mitchel,Fujisaki,1986-06-02,1986-06-02,9999-01-01
13233,d005,Development,Senior Engineer,1954-08-11,Alselm,Chvatal,1987-03-31,1995-03-31,9999-01-01
13238,d007,Sales,Senior Staff,1953-02-23,Ebru,Foote,1985-10-30,1998-10-10,9999-01-01
13240,d005,Development,Senior Engineer,1955-02-14,King,Pileggi,1987-12-20,2001-03-10,9999-01-01
13250,d004,Production,Senior Engineer,1954-02-20,Zeydy,Schusler,1985-11-19,1998-10-27,9999-01-01
13272,d009,Customer Service,Senior Staff,1953-10-11,Arun,Jiang,1985-03-10,1985-03-10,9999-01-01
13276,d002,Finance,Senior Staff,1955-05-07,Yechiam,Seuren,1986-03-09,1991-03-09,9999-01-01
13288,d003,Human Resources,Senior Staff,1952-08-24,Muneo,Broomell,1987-04-14,1995-04-14,9999-01-01
13291,d005,Development,Senior Engineer,1952-04-29,Georg,Stamatiou,1986-10-30,1993-10-30,9999-01-01
13302,d005,Development,Senior Engineer,1954-06-21,Mack,Alencar,1987-04-19,1997-09-26,9999-01-01
13315,d005,Development,Senior Engineer,1955-09-08,Sakthirel,Stroustrup,1988-05-08,1999-06-02,9999-01-01
13332,d004,Production,Senior Engineer,1954-12-02,Nidapan,Pearson,1987-09-24,1997-09-23,9999-01-01
13333,d004,Production,Engineer,1953-07-17,Yoshinari,Hennebert,1988-03-23,1996-03-23,9999-01-01
13341,d001,Marketing,Senior Staff,1953-06-02,Bodh,Doering,1986-03-11,1992-03-10,9999-01-01
13343,d002,Finance,Senior Staff,1952-04-06,Heon,Usery,1988-07-29,1995-07-30,9999-01-01
13368,d003,Human Resources,Staff,1953-12-29,Kiyokazu,Klassen,1988-04-24,1997-09-30,9999-01-01
13371,d004,Production,Senior Engineer,1954-01-23,Nakhoon,Riexinger,1986-07-29,1991-12-13,9999-01-01
13373,d003,Human Resources,Senior Staff,1954-09-08,Juichirou,Naumovich,1987-06-13,2000-08-23,9999-01-01
13385,d003,Human Resources,Senior Staff,1954-11-15,Claudi,Buchter,1986-06-10,1986-06-10,9999-01-01
13386,d005,Development,Technique Leader,1952-04-27,Khosrow,Sgarro,1986-02-23,1986-02-23,9999-01-01
13389,d008,Research,Senior Staff,1954-04-26,Divine,Cmelik,1988-03-23,1988-03-23,9999-01-01
13392,d007,Sales,Senior Staff,1953-04-05,Fumitake,Beidas,1988-08-26,1993-08-26,9999-01-01
13396,d009,Customer Service,Senior Staff,1952-05-19,Chuanyi,Aumann,1987-09-22,1994-03-29,9999-01-01
13402,d008,Research,Engineer,1955-05-15,Augustine,Dulli,1985-09-15,1999-09-12,9999-01-01
13405,d007,Sales,Senior Staff,1954-01-19,Randy,Baba,1986-09-18,1990-05-10,9999-01-01
13407,d004,Production,Senior Engineer,1954-01-09,Gio,Chenoweth,1987-10-30,2001-10-03,9999-01-01
13408,d004,Production,Senior Engineer,1954-12-27,Sreekrishna,Lagarias,1986-04-26,2000-07-24,9999-01-01
13415,d006,Quality Management,Technique Leader,1955-06-23,Nathalie,Speer,1986-01-01,1991-04-25,9999-01-01
13422,d006,Quality Management,Senior Engineer,1952-08-20,Vishwani,Gerlach,1988-01-17,1995-01-17,9999-01-01
13442,d003,Human Resources,Senior Staff,1953-03-14,Giordano,Miake,1987-06-16,1994-06-16,9999-01-01
13443,d006,Quality Management,Senior Engineer,1954-07-22,Mayuko,Puppo,1985-03-06,1996-12-25,9999-01-01
13445,d004,Production,Engineer,1954-12-22,Renee,Dehkordi,1986-04-14,1996-11-29,9999-01-01
13451,d003,Human Resources,Senior Staff,1952-03-21,Gretta,Weiland,1986-08-23,1995-08-23,9999-01-01
13457,d006,Quality Management,Senior Engineer,1955-06-27,Shooichi,Parfitt,1986-01-18,1991-01-18,9999-01-01
13458,d009,Customer Service,Senior Engineer,1954-12-21,Feipei,Nivat,1985-12-12,1995-03-02,9999-01-01
13463,d004,Production,Senior Engineer,1954-08-29,Theron,Berstel,1988-01-26,1993-01-25,9999-01-01
13465,d004,Production,Engineer,1953-11-01,Sasan,Rehfuss,1985-07-08,1999-03-12,9999-01-01
13493,d005,Development,Senior Engineer,1954-09-08,Uinam,Jullig,1987-09-07,1992-09-06,9999-01-01
13504,d005,Development,Engineer,1954-01-09,Parto,Mandell,1986-12-21,1994-12-21,9999-01-01
13524,d007,Sales,Senior Staff,1955-11-06,Chaoyi,Porotnikoff,1985-07-27,2000-10-27,9999-01-01
13535,d004,Production,Senior Engineer,1954-12-25,Arunas,Schlenzig,1986-05-19,2000-05-19,9999-01-01
13546,d004,Production,Senior Engineer,1955-02-22,Aimee,Brookner,1988-10-26,1997-10-26,9999-01-01
13549,d005,Development,Technique Leader,1952-05-02,Matk,Koprowski,1988-05-12,1997-06-18,9999-01-01
13552,d008,Research,Senior Staff,1955-03-23,Ingmar,Capobianchi,1985-03-23,1993-03-23,9999-01-01
13576,d005,Development,Senior Staff,1954-08-05,Jungsoon,Engberts,1986-08-22,2001-08-29,9999-01-01
13605,d007,Sales,Senior Staff,1953-08-02,Dmitry,Encarnacion,1985-09-29,1991-09-29,9999-01-01
13621,d005,Development,Engineer,1954-02-28,Fei,Haddadi,1986-08-24,1995-02-09,9999-01-01
13624,d003,Human Resources,Senior Staff,1952-12-15,Zhigen,Yurek,1987-05-12,1996-05-11,9999-01-01
13629,d005,Development,Senior Engineer,1954-09-13,Dzung,Trelles,1987-01-03,1994-01-03,9999-01-01
13648,d004,Production,Technique Leader,1954-03-28,Zejun,Lamba,1985-11-16,1985-11-16,9999-01-01
13653,d003,Human Resources,Senior Staff,1955-01-01,Kristen,Iivonen,1985-07-11,2000-01-17,9999-01-01
13670,d005,Development,Senior Engineer,1953-05-06,Moti,Takanami,1987-04-16,1988-06-30,9999-01-01
13680,d007,Sales,Staff,1953-08-08,Denny,Speer,1985-03-18,1996-02-05,9999-01-01
13685,d005,Development,Senior Engineer,1954-05-02,Weicheng,Hockney,1988-03-08,1999-11-29,9999-01-01
13697,d005,Development,Technique Leader,1953-04-07,Shuichi,Weedon,1985-06-20,1985-06-20,9999-01-01
13704,d004,Production,Senior Engineer,1955-05-26,Vishu,Kumaresan,1986-05-03,1995-10-01,9999-01-01
13721,d007,Sales,Senior Staff,1952-07-01,Sugwoo,Delgrossi,1985-08-25,2001-09-20,9999-01-01
13727,d003,Human Resources,Staff,1952-08-13,Vitali,Merey,1985-09-21,1999-10-07,9999-01-01
13738,d005,Development,Engineer,1953-02-05,Bangqing,Mitchem,1988-07-25,1998-06-30,9999-01-01
13766,d009,Customer Service,Senior Staff,1952-05-03,Tremaine,Heemskerk,1986-08-18,1986-08-18,9999-01-01
13769,d007,Sales,Senior Staff,1955-10-07,Yakichi,Trogemann,1986-10-24,1988-10-18,9999-01-01
13775,d007,Sales,Senior Staff,1955-06-30,Arve,Maierhofer,1987-10-21,1994-10-21,9999-01-01
13786,d007,Sales,Senior Staff,1952-02-27,Takushi,Berendt,1988-07-02,1995-05-19,9999-01-01
13787,d004,Production,Senior Engineer,1952-08-10,Xiaobin,Sinicrope,1988-09-19,1996-10-29,9999-01-01
13792,d002,Finance,Senior Staff,1953-05-06,Valery,Sury,1985-07-27,1991-07-27,9999-01-01
13796,d005,Development,Engineer,1953-07-02,Paloma,Thorelli,1988-08-28,1996-01-01,9999-01-01
13809,d009,Customer Service,Senior Staff,1953-07-05,Kiyotoshi,Basagni,1986-01-12,1991-01-12,9999-01-01
13815,d004,Production,Senior Engineer,1953-04-19,Guadalupe,Plotkin,1985-09-09,1993-09-09,9999-01-01
13825,d004,Production,Technique Leader,1955-06-12,Arlette,Pell,1986-08-02,1986-08-02,9999-01-01
13841,d006,Quality Management,Technique Leader,1952-12-10,Christophe,Spinelli,1986-01-09,1992-02-01,9999-01-01
13842,d008,Research,Senior Staff,1954-01-21,Juichirou,Cichocki,1987-11-11,2000-04-20,9999-01-01
13846,d008,Research,Senior Staff,1952-08-01,Guiseppe,Welham,1985-03-20,1985-03-20,9999-01-01
13853,d008,Research,Senior Staff,1952-03-10,Mingsen,Roohalamini,1986-06-02,1991-03-25,9999-01-01
13859,d005,Development,Senior Engineer,1952-08-01,Anoosh,Fujisawa,1987-08-23,1992-08-22,9999-01-01
13884,d004,Production,Engineer,1953-05-03,Kensei,Swift,1985-02-18,1998-12-21,9999-01-01
13894,d004,Production,Engineer,1952-11-15,Ult,Schonegge,1987-11-28,1995-11-28,9999-01-01
13904,d005,Development,Senior Engineer,1954-02-19,Youngkon,Cairo,1987-09-03,1987-09-03,9999-01-01
13934,d005,Development,Senior Engineer,1953-11-20,Shiv,Bratsberg,1988-06-10,1990-04-05,9999-01-01
13942,d005,Development,Technique Leader,1953-04-17,Elzbieta,Esteva,1985-06-13,1997-10-13,9999-01-01
13951,d007,Sales,Senior Staff,1953-01-28,Mooi,Genther,1985-12-28,1990-12-28,9999-01-01
13960,d002,Finance,Senior Staff,1953-01-03,Nechama,Hettesheimer,1986-01-22,1996-04-06,9999-01-01
13962,d004,Production,Senior Engineer,1955-11-14,Maris,Ghelli,1985-05-17,1994-10-26,9999-01-01
13966,d009,Customer Service,Senior Staff,1954-01-03,Boguslaw,Cooman,1988-07-18,1990-12-26,9999-01-01
13969,d005,Development,Technique Leader,1953-06-06,Jianwen,Chandrasekhar,1985-05-29,1985-05-29,9999-01-01
13990,d005,Development,Engineer,1952-03-07,Deborah,Schapiro,1987-10-30,1996-06-10,9999-01-01
13992,d002,Finance,Senior Staff,1955-09-27,Ulises,Kenevan,1988-07-27,1994-07-27,9999-01-01
13999,d003,Human Resources,Senior Staff,1952-11-25,Florian,Crouzet,1985-06-11,2000-02-25,9999-01-01
14005,d005,Development,Technique Leader,1955-04-08,Vojin,Stellhorn,1985-05-10,1985-05-10,9999-01-01
14015,d006,Quality Management,Senior Engineer,1952-06-21,Manibrata,Picaronny,1987-11-27,1997-08-15,9999-01-01
14034,d002,Finance,Senior Staff,1952-05-07,Aloys,Seghrouchni,1985-08-26,1991-08-26,9999-01-01
14041,d001,Marketing,Senior Staff,1954-05-09,Shan,DeMori,1987-12-22,1995-12-22,9999-01-01
14067,d004,Production,Senior Engineer,1955-04-03,Godehard,Trachtenberg,1988-10-21,2000-02-14,9999-01-01
14088,d008,Research,Senior Staff,1953-06-03,Mori,Leslie,1987-11-10,1994-11-10,9999-01-01
14107,d001,Marketing,Senior Staff,1953-01-05,Xiahua,Rindone,1986-09-04,1999-12-15,9999-01-01
14111,d009,Customer Service,Senior Staff,1955-03-27,Leszek,Cummings,1987-07-12,1999-09-26,9999-01-01
14118,d009,Customer Service,Senior Staff,1953-03-09,Kasturi,Anido,1985-04-06,1985-04-06,9999-01-01
14167,d004,Production,Senior Engineer,1953-08-11,Adas,Hertweck,1985-12-01,1994-12-01,9999-01-01
14191,d005,Development,Senior Engineer,1952-09-07,Jiann,Luby,1987-01-16,1993-01-15,9999-01-01
14209,d008,Research,Senior Staff,1955-10-24,Masanao,Kusakabe,1988-04-06,1988-04-06,9999-01-01
14220,d004,Production,Senior Engineer,1952-05-01,Tomofumi,Pargas,1987-12-02,1987-12-02,9999-01-01
14232,d005,Development,Senior Engineer,1954-09-19,Masali,Bojadziev,1987-03-14,1999-09-10,9999-01-01
14236,d008,Research,Senior Staff,1952-06-14,Xuedong,Angiulli,1988-11-07,1988-11-07,9999-01-01
14237,d009,Customer Service,Senior Engineer,1954-10-17,Abdulla,Gerlach,1986-06-13,1994-06-13,9999-01-01
14242,d009,Customer Service,Senior Staff,1955-03-14,Sudhanshu,Benaini,1985-06-27,1992-06-27,9999-01-01
14257,d004,Production,Staff,1952-05-07,Kwok,Massonet,1988-06-17,1998-02-04,9999-01-01
14290,d004,Production,Senior Engineer,1955-01-21,Miyeon,Olivero,1987-11-12,1992-03-29,9999-01-01
14292,d008,Research,Senior Staff,1953-08-21,Susanna,Vigier,1985-09-16,1997-02-18,9999-01-01
14298,d004,Production,Senior Engineer,1953-10-02,Chriss,Granlund,1986-12-15,2001-01-06,9999-01-01
14310,d007,Sales,Senior Staff,1953-06-07,Marlo,Leuchs,1987-02-23,1987-02-23,9999-01-01
14320,d004,Production,Senior Engineer,1953-06-17,Sreenivas,Schaar,1986-06-30,1992-06-29,9999-01-01
14322,d005,Development,Engineer,1952-08-14,Shem,Kakkad,1986-10-23,1999-11-19,9999-01-01
14323,d004,Production,Staff,1952-05-31,Golgen,Leslie,1987-03-12,1997-08-05,9999-01-01
14340,d004,Production,Senior Engineer,1955-01-03,Vitaly,Wixon,1985-04-03,1995-12-19,9999-01-01
14344,d004,Production,Technique Leader,1955-02-10,Otilia,Buescher,1988-12-16,1988-12-16,9999-01-01
14354,d007,Sales,Senior Staff,1954-05-30,Mong,Bojadziev,1985-08-28,1990-08-28,9999-01-01
14360,d008,Research,Senior Staff,1955-05-25,Janche,Erbe,1987-10-24,1997-08-01,9999-01-01
14372,d008,Research,Engineer,1952-04-15,Saniya,Srimani,1988-01-23,1999-12-26,9999-01-01
14384,d005,Development,Technique Leader,1954-04-30,Tomofumi,Holburn,1988-02-13,1988-02-13,9999-01-01
14422,d004,Production,Senior Engineer,1953-10-09,Toshimo,Gadepally,1985-10-20,1990-10-20,9999-01-01
14434,d005,Development,Technique Leader,1954-07-08,Elvis,Maginnis,1987-11-27,1989-09-21,9999-01-01
14439,d006,Quality Management,Senior Engineer,1953-07-27,Raimond,Woycyznski,1986-11-01,1994-11-01,9999-01-01
14460,d004,Production,Senior Engineer,1955-11-28,Yagil,Lueh,1988-01-23,1995-01-23,9999-01-01
14478,d007,Sales,Senior Staff,1952-05-01,Munehiro,Boissier,1987-06-25,1992-06-28,9999-01-01
14481,d004,Production,Senior Engineer,1952-10-30,Moti,Lammel,1987-08-25,1993-08-24,9999-01-01
14483,d005,Development,Senior Engineer,1954-11-01,Supot,Marrevee,1986-01-30,1986-01-30,9999-01-01
14486,d004,Production,Senior Engineer,1952-07-06,Indrajit,Birdsall,1986-07-13,1999-08-12,9999-01-01
14498,d003,Human Resources,Senior Staff,1953-11-03,Xiong,Selenyi,1988-10-17,1994-10-17,9999-01-01
14501,d004,Production,Technique Leader,1952-06-11,Taizo,Kroft,1987-06-09,1991-11-20,9999-01-01
14509,d002,Finance,Senior Staff,1954-09-05,Danil,Aloia,1987-01-17,2001-12-16,9999-01-01
